FILE NAME,LABEL,FORMAT,SIZE,URL,phase
COVID-19 (26).png,Covid-19,PNG,1024*1024,https://www.nejm.org/doi/full/10.1056/NEJMoa2001191,val
COVID-19 (27).png,Covid-19,PNG,1024*1024,https://www.nejm.org/doi/full/10.1056/NEJMoa2001191,train
COVID-19 (28).png,Covid-19,PNG,1024*1024,https://www.nejm.org/doi/full/10.1056/NEJMoa2001191,train
COVID-19 (29).png,Covid-19,PNG,1024*1024,https://www.nejm.org/doi/full/10.1056/NEJMoa2001191,test
COVID-19 (3).png,Covid-19,PNG,1024*1024,https://www.nejm.org/doi/full/10.1056/NEJMoa2001191,val
COVID-19 (30).png,Covid-19,PNG,1024*1024,https://www.nejm.org/doi/full/10.1056/NEJMoa2001191,train
COVID-19 (31).png,Covid-19,PNG,1024*1024,https://www.nejm.org/doi/full/10.1056/NEJMoa2001191,val
COVID-19 (32).png,Covid-19,PNG,1024*1024,https://www.nejm.org/doi/full/10.1056/NEJMoa2001191,train
COVID-19 (33).png,Covid-19,PNG,1024*1024,https://www.nejm.org/doi/full/10.1056/NEJMoa2001191,train
COVID-19 (34).png,Covid-19,PNG,1024*1024,https://pubs.rsna.org/doi/full/10.1148/radiol.2020200490,train
COVID-19 (35).png,Covid-19,PNG,1024*1024,https://radiopaedia.org/cases/covid-19-pneumonia-19,train
COVID-19 (36).png,Covid-19,PNG,1024*1024,https://pubs.rsna.org/doi/full/10.1148/ryct.2020200034,train
COVID-19 (37).png,Covid-19,PNG,1024*1024,https://pubs.rsna.org/doi/full/10.1148/ryct.2020200034,test
COVID-19 (38).png,Covid-19,PNG,1024*1024,https://pubs.rsna.org/doi/full/10.1148/ryct.2020200034,train
COVID-19 (39).png,Covid-19,PNG,1024*1024,https://pubs.rsna.org/doi/full/10.1148/ryct.2020200028,train
COVID-19 (4).png,Covid-19,PNG,1024*1024,https://pubs.rsna.org/doi/full/10.1148/ryct.2020200034,train
COVID-19 (40).png,Covid-19,PNG,1024*1024,https://www.thelancet.com/article/S0140-6736(20)30370-6/fulltext,train
COVID-19 (41).png,Covid-19,PNG,1024*1024,https://synapse.koreamed.org/search.php?where=aview&id=10.3348/kjr.2020.0112&code=0068KJR&vmode=FULL,train
COVID-19 (42).png,Covid-19,PNG,1024*1024,https://www.sciencedirect.com/science/article/pii/S1201971220301016,train
COVID-19 (43).png,Covid-19,PNG,1024*1024,https://www.preprints.org/manuscript/202002.0156/v1,train
COVID-19 (44).png,Covid-19,PNG,1024*1024,https://www.sciencedirect.com/science/article/pii/S0929664620300449,train
COVID-19 (45).png,Covid-19,PNG,1024*1024,https://link.springer.com/article/10.1007/s00330-020-06731-x,test
COVID-19 (46).png,Covid-19,PNG,1024*1024,https://link.springer.com/article/10.1186/s40779-020-0233-6,train
COVID-19 (47).png,Covid-19,PNG,1024*1024,https://synapse.koreamed.org/search.php?where=aview&id=10.3348/kjr.2020.0132&code=0068KJR&vmode=FULL,val
COVID-19 (48).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/medrxiv/early/2020/02/27/2020.02.25.20027763.full.pdf,val
COVID-19 (49).png,Covid-19,PNG,1024*1024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3544750,test
COVID-19 (5).png,Covid-19,PNG,1024*1024,https://synapse.koreamed.org/DOIx.php?id=10.3346/jkms.2020.35.e79,test
COVID-19 (50).png,Covid-19,PNG,1024*1024,https://www.sciencedirect.com/science/article/pii/S1546144020301502,train
COVID-19 (51).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/10.1101/2020.03.03.20030353v1,train
COVID-19 (52).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/10.1101/2020.02.19.20025023v1,train
COVID-19 (53).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/10.1101/2020.02.10.20021584v1,train
COVID-19 (54).png,Covid-19,PNG,1024*1024,https://www.ncbi.nlm.nih.gov/pubmed/32085849,train
COVID-19 (55).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/10.1101/2020.02.19.20025239v1,val
COVID-19 (56).png,Covid-19,PNG,1024*1024,https://onlinelibrary.wiley.com/doi/full/10.1111/all.14238,train
COVID-19 (57).png,Covid-19,PNG,1024*1024,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7036645/,train
COVID-19 (58).png,Covid-19,PNG,1024*1024,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa199/5766408,train
COVID-19 (59).png,Covid-19,PNG,1024*1024,https://pubs.rsna.org/doi/full/10.1148/radiol.2020200274,train
COVID-19 (6).png,Covid-19,PNG,1024*1024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3532530,test
COVID-19 (60).png,Covid-19,PNG,1024*1024,https://www.preprints.org/manuscript/202003.0160/v1,train
COVID-19 (61).png,Covid-19,PNG,1024*1024,https://www.sciencedirect.com/science/article/pii/S0720048X20301303,train
COVID-19 (62).png,Covid-19,PNG,1024*1024,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa225/5803274,test
COVID-19 (63).png,Covid-19,PNG,1024*1024,https://www.tandfonline.com/doi/full/10.1080/24745332.2018.1514675,train
COVID-19 (64).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/10.1101/2020.02.17.20024018v1,train
COVID-19 (65).png,Covid-19,PNG,1024*1024,https://www.sciencedirect.com/science/article/pii/S1684118220300608,val
COVID-19 (66).png,Covid-19,PNG,1024*1024,https://www.sciencedirect.com/science/article/pii/S1684118220300682,test
COVID-19 (67).png,Covid-19,PNG,1024*1024,https://onlinelibrary.wiley.com/doi/full/10.1002/ppul.24718,test
COVID-19 (68).png,Covid-19,PNG,1024*1024,https://www.preprints.org/manuscript/202003.0065/v2,test
COVID-19 (69).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/10.1101/2020.02.26.20026989v1,train
COVID-19 (7).png,Covid-19,PNG,1024*1024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3548761,train
COVID-19 (70).png,Covid-19,PNG,1024*1024,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30111-2/fulltext,test
COVID-19 (71).png,Covid-19,PNG,1024*1024,https://synapse.koreamed.org/search.php?where=aview&id=10.3348/kjr.2020.0132&code=0068KJR&vmode=FULL,train
COVID-19 (72).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/medrxiv/early/2020/02/27/2020.02.25.20027763.full.pdf,train
COVID-19 (73).png,Covid-19,PNG,1024*1024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3544750,val
COVID-19 (74).png,Covid-19,PNG,1024*1024,https://synapse.koreamed.org/DOIx.php?id=10.3346/jkms.2020.35.e79,train
COVID-19 (75).png,Covid-19,PNG,1024*1024,https://www.sciencedirect.com/science/article/pii/S1546144020301502,train
COVID-19 (76).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/10.1101/2020.03.03.20030353v1,val
COVID-19 (77).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/10.1101/2020.02.19.20025023v1,val
COVID-19 (78).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/10.1101/2020.02.10.20021584v1,train
COVID-19 (79).png,Covid-19,PNG,1024*1024,https://www.ncbi.nlm.nih.gov/pubmed/32085849,train
COVID-19 (8).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/10.1101/2020.02.19.20025239v1,val
COVID-19 (80).png,Covid-19,PNG,1024*1024,https://onlinelibrary.wiley.com/doi/full/10.1111/all.14238,train
COVID-19 (81).png,Covid-19,PNG,1024*1024,https://synapse.koreamed.org/search.php?where=aview&id=10.3348/kjr.2020.0112&code=0068KJR&vmode=FULL,val
COVID-19 (82).png,Covid-19,PNG,1024*1024,https://www.sciencedirect.com/science/article/pii/S1201971220301016,val
COVID-19 (83).png,Covid-19,PNG,1024*1024,https://www.preprints.org/manuscript/202002.0156/v1,train
COVID-19 (84).png,Covid-19,PNG,1024*1024,https://www.sciencedirect.com/science/article/pii/S0929664620300449,test
COVID-19 (85).png,Covid-19,PNG,1024*1024,https://link.springer.com/article/10.1007/s00330-020-06731-x,train
COVID-19 (86).png,Covid-19,PNG,1024*1024,https://link.springer.com/article/10.1186/s40779-020-0233-6,train
COVID-19 (87).png,Covid-19,PNG,1024*1024,https://synapse.koreamed.org/search.php?where=aview&id=10.3348/kjr.2020.0132&code=0068KJR&vmode=FULL,val
COVID-19 (88).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/medrxiv/early/2020/02/27/2020.02.25.20027763.full.pdf,test
COVID-19 (89).png,Covid-19,PNG,1024*1024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3544750,test
COVID-19 (9).png,Covid-19,PNG,1024*1024,https://synapse.koreamed.org/DOIx.php?id=10.3346/jkms.2020.35.e79,train
COVID-19 (90).png,Covid-19,PNG,1024*1024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3532530,train
COVID-19 (91).png,Covid-19,PNG,1024*1024,https://www.tandfonline.com/doi/full/10.1080/24745332.2018.1514675,train
COVID-19 (92).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/10.1101/2020.02.17.20024018v1,train
COVID-19 (93).png,Covid-19,PNG,1024*1024,https://www.sciencedirect.com/science/article/pii/S1684118220300608,train
COVID-19 (94).png,Covid-19,PNG,1024*1024,https://www.sciencedirect.com/science/article/pii/S1684118220300682,train
COVID-19 (95).png,Covid-19,PNG,1024*1024,https://onlinelibrary.wiley.com/doi/full/10.1002/ppul.24718,test
COVID-19 (96).png,Covid-19,PNG,1024*1024,https://www.preprints.org/manuscript/202003.0065/v2,val
COVID-19 (97).png,Covid-19,PNG,1024*1024,https://www.medrxiv.org/content/10.1101/2020.02.26.20026989v1,train
COVID-19 (98).png,Covid-19,PNG,1024*1024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3548761,test
COVID-19 (99).png,Covid-19,PNG,1024*1024,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30111-2/fulltext,test
COVID-19(134).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-32/,val
COVID-19(135).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-32/,train
COVID-19(136).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-32/,train
COVID-19(137).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/03/covid19-caso-2/,train
COVID-19(138).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/03/covid19-caso-2/,train
COVID-19(139).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/03/covid19-caso-2/,test
COVID-19(140).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/04/covid-19-caso-4/,train
COVID-19(141).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/04/covid-19-caso-4/,train
COVID-19(142).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/04/covid-19-caso-4/,val
COVID-19(143).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/04/covid-19-caso-7/,val
COVID-19(144).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/04/covid-19-caso-7/,train
COVID-19(145).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/04/covid-19-caso-7/,train
COVID-19(146).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/05/covid-19-caso-8/,train
COVID-19(147).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/05/covid-19-caso-8/,train
COVID-19(148).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/05/covid-19-caso-8/,train
COVID-19(149).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/07/covid-19-caso-12/,val
COVID-19(150).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/07/covid-19-caso-12/,train
COVID-19(151).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/08/covid-19-caso-13/,train
COVID-19(152).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/08/covid-19-caso-13/,train
COVID-19(153).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/08/covid-19-caso-14/,train
COVID-19(154).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/08/covid-19-caso-14/,train
COVID-19(155).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/08/covid-19-caso-15/,val
COVID-19(156).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-21/,test
COVID-19(157).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-22/,train
COVID-19(158).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-23/,train
COVID-19(159).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-24/,test
COVID-19(160).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-25/,val
COVID-19(161).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-26/,train
COVID-19(162).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-27/,train
COVID-19(163).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-29/,val
COVID-19(164).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-30/,test
COVID-19(165).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-31/,test
COVID-19(166).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-34/,train
COVID-19(167).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-34/,train
COVID-19(168).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-34/,train
COVID-19(169).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-34/,train
COVID-19(170).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/11/covid-19-caso-38/,train
COVID-19(171).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/11/covid-19-caso-40/,train
COVID-19(172).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/11/covid-19-caso-41/,train
COVID-19(173).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/13/covid-19-caso-42/,train
COVID-19(174).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/13/covid-19-caso-43/,val
COVID-19(175).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/13/covid-19-caso-44/,train
COVID-19(176).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/13/covid-19-caso-44/,train
COVID-19(177).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/13/covid-19-caso-44/,train
COVID-19(178).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/14/covid-19-caso-47/,train
COVID-19(179).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/14/covid-19-caso-47/,train
COVID-19(180).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/14/covid-19-caso-47/,train
COVID-19(181).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/16/covid-19-caso-50/,train
COVID-19(182).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-24/,test
COVID-19(183).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-25/,train
COVID-19(184).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-26/,test
COVID-19(185).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-27/,train
COVID-19(186).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-29/,test
COVID-19(187).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-30/,val
COVID-19(188).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-31/,train
COVID-19(189).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-34/,test
COVID-19(190).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-34/,train
COVID-19(191).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-34/,test
COVID-19(192).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-34/,train
COVID-19(193).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/11/covid-19-caso-38/,val
COVID-19(194).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/11/covid-19-caso-40/,test
COVID-19(195).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/11/covid-19-caso-41/,val
COVID-19(196).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-30/,train
COVID-19(197).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-31/,train
COVID-19(198).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-34/,train
COVID-19(199).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-34/,train
COVID-19(200).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-34/,val
COVID-19(201).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/10/covid-19-caso-34/,train
COVID-19(202).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/11/covid-19-caso-38/,train
COVID-19(203).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/19/covid-19-caso-55/,train
COVID-19(204).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/19/covid-19-caso-55/,test
COVID-19(205).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/19/covid-19-caso-54/,train
COVID-19(206).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/21/covid-19-caso-56/,train
COVID-19(207).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/21/covid-19-caso-57/,val
COVID-19(208).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/21/covid-19-caso-58/,val
COVID-19(209).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/21/covid-19-caso-59/,train
COVID-19(210).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/21/covid-19-caso-59/,val
COVID-19(211).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/21/covid-19-caso-60/,train
COVID-19(212).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/21/covid-19-caso-60/,val
COVID-19(213).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/27/covid-19-caso-61/,train
COVID-19(214).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/27/covid-19-caso-63/,val
COVID-19(215).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/28/covid-19-caso-64/,train
COVID-19(216).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/28/covid-19-caso-65/,test
COVID-19(217).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/28/covid-19-caso-65/,test
COVID-19(218).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/28/covid-19-caso-66/,test
COVID-19(219).png,Covid-19,PNG,1024*1024,https://www.sirm.org/2020/03/28/covid-19-caso-66/,test
NORMAL (1).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,train
NORMAL (10).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,test
NORMAL (100).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,train
NORMAL (1000).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,train
NORMAL (1001).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,test
NORMAL (1002).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,train
NORMAL (1003).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,train
NORMAL (1004).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,val
NORMAL (1005).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,val
NORMAL (1006).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,train
NORMAL (1007).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,train
NORMAL (1008).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,test
NORMAL (1009).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,train
NORMAL (101).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,train
NORMAL (1010).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,train
NORMAL (1011).png,Normal,PNG,1024*1024,https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia,train
